name,type,stats,description,colection,card_link
Torrential Gearhulk,Artifact Creature | Construct,5/6,"Flash When Torrential Gearhulk enters the battlefield, you may cast target instant card from your graveyard without paying its mana cost. If that spell would be put into your graveyard this turn, exile it instead.",Kaladesh Remastered (KLR),https://scryfall.com/card/klr/70/torrential-gearhulk
Trophy Mage,Creature | Human Wizard,2/2,"When Trophy Mage enters the battlefield, you may search your library for an artifact card with mana value 3, reveal it, put it into your hand, then shuffle.",Kaladesh Remastered (KLR),https://scryfall.com/card/klr/71/trophy-mage
Weldfast Wingsmith,Creature | Human Artificer,3/3,"Whenever an artifact enters the battlefield under your control, Weldfast Wingsmith gains flying until end of turn.",Kaladesh Remastered (KLR),https://scryfall.com/card/klr/72/weldfast-wingsmith
Whir of Invention,Instant,-,"Improvise  Search your library for an artifact card with mana value X or less, put it onto the battlefield, then shuffle.",Kaladesh Remastered (KLR),https://scryfall.com/card/klr/73/whir-of-invention
Wind-Kin Raiders,Creature | Human Artificer,4/3,Improvise  Flying,Kaladesh Remastered (KLR),https://scryfall.com/card/klr/74/wind-kin-raiders
Aether Poisoner,Creature | Human Artificer,1/1,"Deathtouch  When Aether Poisoner enters the battlefield, you get    . Whenever Aether Poisoner attacks, you may pay  . If you do, create a 1/1 colorless Servo artifact creature token.",Kaladesh Remastered (KLR),https://scryfall.com/card/klr/75/aether-poisoner
Aetherborn Marauder,Creature | Aetherborn Rogue,2/2,"Flying, lifelink When Aetherborn Marauder enters the battlefield, move any number of +1/+1 counters from other permanents you control onto Aetherborn Marauder.",Kaladesh Remastered (KLR),https://scryfall.com/card/klr/76/aetherborn-marauder
Alley Strangler,Creature | Aetherborn Rogue,2/3,Menace,Kaladesh Remastered (KLR),https://scryfall.com/card/klr/77/alley-strangler
Daring Demolition,Sorcery,-,Destroy target creature or Vehicle.,Kaladesh Remastered (KLR),https://scryfall.com/card/klr/78/daring-demolition
Defiant Salvager,Creature | Aetherborn Artificer,2/2,Sacrifice an artifact or creature: Put a +1/+1 counter on Defiant Salvager. Activate only as a sorcery.,Kaladesh Remastered (KLR),https://scryfall.com/card/klr/79/defiant-salvager
Demon of Dark Schemes,Creature | Demon,5/5,"Flying When Demon of Dark Schemes enters the battlefield, all other creatures get -2/-2 until end of turn. Whenever another creature dies, you get    . , Pay  : Put target creature card from a graveyard onto the battlefield under your control tapped.",Kaladesh Remastered (KLR),https://scryfall.com/card/klr/80/demon-of-dark-schemes
Die Young,Sorcery,-,"Choose target creature. You get    , then you may pay any amount of  . The creature gets -1/-1 until end of turn for each   paid this way.",Kaladesh Remastered (KLR),https://scryfall.com/card/klr/81/die-young
Embraal Bruiser,Creature | Human Warrior,3/1,Embraal Bruiser enters the battlefield tapped. Embraal Bruiser has menace as long as you control an artifact.,Kaladesh Remastered (KLR),https://scryfall.com/card/klr/82/embraal-bruiser
Essence Extraction,Instant,-,Essence Extraction deals 3 damage to target creature and you gain 3 life.,Kaladesh Remastered (KLR),https://scryfall.com/card/klr/83/essence-extraction
Fatal Push,Instant,-,Destroy target creature if it has mana value 2 or less.  — Destroy that creature if it has mana value 4 or less instead if a permanent you controlled left the battlefield this turn.,Kaladesh Remastered (KLR),https://scryfall.com/card/klr/84/fatal-push
Fen Hauler,Creature | Insect,5/5,Improvise  Fen Hauler can’t be blocked by artifact creatures.,Kaladesh Remastered (KLR),https://scryfall.com/card/klr/85/fen-hauler
Fortuitous Find,Sorcery,-,Choose one or both — • Return target artifact card from your graveyard to your hand. • Return target creature card from your graveyard to your hand.,Kaladesh Remastered (KLR),https://scryfall.com/card/klr/86/fortuitous-find
Foundry Hornet,Creature | Insect,2/3,"Flying When Foundry Hornet enters the battlefield, if you control a creature with a +1/+1 counter on it, creatures your opponents control get -1/-1 until end of turn.",Kaladesh Remastered (KLR),https://scryfall.com/card/klr/87/foundry-hornet
Foundry Screecher,Creature | Bat,2/1,Flying Foundry Screecher gets +1/+0 as long as you control an artifact.,Kaladesh Remastered (KLR),https://scryfall.com/card/klr/88/foundry-screecher
Fourth Bridge Prowler,Creature | Human Rogue,1/1,"When Fourth Bridge Prowler enters the battlefield, you may have target creature get -1/-1 until end of turn.",Kaladesh Remastered (KLR),https://scryfall.com/card/klr/89/fourth-bridge-prowler
Fretwork Colony,Creature | Insect,1/1,"Fretwork Colony can’t block. At the beginning of your upkeep, put a +1/+1 counter on Fretwork Colony and you lose 1 life.",Kaladesh Remastered (KLR),https://scryfall.com/card/klr/90/fretwork-colony
Gifted Aetherborn,Creature | Aetherborn Vampire,2/3,"Deathtouch, lifelink",Kaladesh Remastered (KLR),https://scryfall.com/card/klr/91/gifted-aetherborn
Glint-Sleeve Siphoner,Creature | Human Rogue,2/1,"Menace Whenever Glint-Sleeve Siphoner enters the battlefield or attacks, you get    . At the beginning of your upkeep, you may pay  . If you do, you draw a card and you lose 1 life.",Kaladesh Remastered (KLR),https://scryfall.com/card/klr/92/glint-sleeve-siphoner
"Gonti, Lord of Luxury",Legendary Creature | Aetherborn Rogue,2/3,"Deathtouch When Gonti, Lord of Luxury enters the battlefield, look at the top four cards of target opponent’s library, exile one of them face down, then put the rest on the bottom of that library in a random order. You may look at and cast that card for as long as it remains exiled, and you may spend mana as though it were mana of any type to cast that spell.",Kaladesh Remastered (KLR),https://scryfall.com/card/klr/93/gonti-lord-of-luxury
Herald of Anguish,Creature | Demon,5/5,"Improvise  Flying At the beginning of your end step, each opponent discards a card. , Sacrifice an artifact: Target creature gets -2/-2 until end of turn.",Kaladesh Remastered (KLR),https://scryfall.com/card/klr/94/herald-of-anguish
Live Fast,Sorcery,-,"You draw two cards, lose 2 life, and get    .",Kaladesh Remastered (KLR),https://scryfall.com/card/klr/95/live-fast
Lost Legacy,Sorcery,-,"Choose a nonartifact, nonland card name. Search target player’s graveyard, hand, and library for any number of cards with that name and exile them. That player shuffles, then draws a card for each card exiled from their hand this way.",Kaladesh Remastered (KLR),https://scryfall.com/card/klr/96/lost-legacy
Make Obsolete,Instant,-,Creatures your opponents control get -1/-1 until end of turn.,Kaladesh Remastered (KLR),https://scryfall.com/card/klr/97/make-obsolete
Marionette Master,Creature | Human Artificer,1/3,"Fabricate 3  Whenever an artifact you control is put into a graveyard from the battlefield, target opponent loses life equal to Marionette Master’s power.",Kaladesh Remastered (KLR),https://scryfall.com/card/klr/98/marionette-master
Maulfist Squad,Creature | Human Artificer,3/1,Menace Fabricate 1 ,Kaladesh Remastered (KLR),https://scryfall.com/card/klr/99/maulfist-squad
Midnight Oil,Enchantment,-,"Midnight Oil enters the battlefield with seven hour counters on it. At the beginning of your draw step, draw an additional card and remove two hour counters from Midnight Oil. Your maximum hand size is equal to the number of hour counters on Midnight Oil. Whenever you discard a card, you lose 1 life.",Kaladesh Remastered (KLR),https://scryfall.com/card/klr/100/midnight-oil
Mind Rot,Sorcery,-,Target player discards two cards.,Kaladesh Remastered (KLR),https://scryfall.com/card/klr/101/mind-rot
Night Market Aeronaut,Creature | Aetherborn Warrior,2/2,Flying  — Night Market Aeronaut enters the battlefield with a +1/+1 counter on it if a permanent you controlled left the battlefield this turn.,Kaladesh Remastered (KLR),https://scryfall.com/card/klr/102/night-market-aeronaut
Night Market Lookout,Creature | Human Rogue,1/1,"Whenever Night Market Lookout becomes tapped, each opponent loses 1 life and you gain 1 life.",Kaladesh Remastered (KLR),https://scryfall.com/card/klr/103/night-market-lookout
Noxious Gearhulk,Artifact Creature | Construct,5/4,"Menace When Noxious Gearhulk enters the battlefield, you may destroy another target creature. If a creature is destroyed this way, you gain life equal to its toughness.",Kaladesh Remastered (KLR),https://scryfall.com/card/klr/104/noxious-gearhulk
Rush of Vitality,Instant,-,Target creature gets +1/+0 and gains lifelink and indestructible until end of turn. ,Kaladesh Remastered (KLR),https://scryfall.com/card/klr/105/rush-of-vitality
Sly Requisitioner,Creature | Human Artificer,2/2,"Improvise  Whenever a nontoken artifact you control is put into a graveyard from the battlefield, create a 1/1 colorless Servo artifact creature token.",Kaladesh Remastered (KLR),https://scryfall.com/card/klr/106/sly-requisitioner
Subtle Strike,Instant,-,Choose one or both — • Target creature gets -1/-1 until end of turn. • Put a +1/+1 counter on target creature.,Kaladesh Remastered (KLR),https://scryfall.com/card/klr/107/subtle-strike
Underhanded Designs,Enchantment,-,"Whenever an artifact enters the battlefield under your control, you may pay  . If you do, each opponent loses 1 life and you gain 1 life. , Sacrifice Underhanded Designs: Destroy target creature. Activate only if you control two or more artifacts.",Kaladesh Remastered (KLR),https://scryfall.com/card/klr/108/underhanded-designs
Vengeful Rebel,Creature | Aetherborn Warrior,3/2," — When Vengeful Rebel enters the battlefield, if a permanent you controlled left the battlefield this turn, target creature an opponent controls gets -3/-3 until end of turn.",Kaladesh Remastered (KLR),https://scryfall.com/card/klr/109/vengeful-rebel
Weaponcraft Enthusiast,Creature | Aetherborn Artificer,0/1,Fabricate 2 ,Kaladesh Remastered (KLR),https://scryfall.com/card/klr/110/weaponcraft-enthusiast
"Yahenni, Undying Partisan",Legendary Creature | Aetherborn Vampire,2/2,"Haste Whenever a creature an opponent controls dies, put a +1/+1 counter on Yahenni, Undying Partisan. Sacrifice another creature: Yahenni gains indestructible until end of turn.",Kaladesh Remastered (KLR),https://scryfall.com/card/klr/111/yahenni-undying-partisan
Yahenni's Expertise,Sorcery,-,All creatures get -3/-3 until end of turn. You may cast a spell with mana value 3 or less from your hand without paying its mana cost.,Kaladesh Remastered (KLR),https://scryfall.com/card/klr/112/yahennis-expertise
Aether Chaser,Creature | Human Artificer,2/1,"First strike When Aether Chaser enters the battlefield, you get    . Whenever Aether Chaser attacks, you may pay  . If you do, create a 1/1 colorless Servo artifact creature token.",Kaladesh Remastered (KLR),https://scryfall.com/card/klr/113/aether-chaser
Aethertorch Renegade,Creature | Human Rogue,1/2,"When Aethertorch Renegade enters the battlefield, you get    . , Pay  : Aethertorch Renegade deals 1 damage to target creature. , Pay  : Aethertorch Renegade deals 6 damage to target player or planeswalker.",Kaladesh Remastered (KLR),https://scryfall.com/card/klr/114/aethertorch-renegade
Built to Smash,Instant,-,"Target attacking creature gets +3/+3 until end of turn. If it’s an artifact creature, it gains trample until end of turn.",Kaladesh Remastered (KLR),https://scryfall.com/card/klr/115/built-to-smash
Cathartic Reunion,Sorcery,-,"As an additional cost to cast this spell, discard two cards. Draw three cards.",Kaladesh Remastered (KLR),https://scryfall.com/card/klr/116/cathartic-reunion
"Chandra, Torch of Defiance",Legendary Planeswalker | Chandra,Loyalty: 4,"+1: Exile the top card of your library. You may cast that card. If you don’t, Chandra, Torch of Defiance deals 2 damage to each opponent. +1: Add  . −3: Chandra, Torch of Defiance deals 4 damage to target creature. −7: You get an emblem with “Whenever you cast a spell, this emblem deals 5 damage to any target.”",Kaladesh Remastered (KLR),https://scryfall.com/card/klr/117/chandra-torch-of-defiance
Chandra's Pyrohelix,Instant,-,Chandra’s Pyrohelix deals 2 damage divided as you choose among one or two targets.,Kaladesh Remastered (KLR),https://scryfall.com/card/klr/118/chandras-pyrohelix
Chandra's Revolution,Sorcery,-,Chandra’s Revolution deals 4 damage to target creature. Tap target land. That land doesn’t untap during its controller’s next untap step.,Kaladesh Remastered (KLR),https://scryfall.com/card/klr/119/chandras-revolution
Combustible Gearhulk,Artifact Creature | Construct,6/6,"First strike When Combustible Gearhulk enters the battlefield, target opponent may have you draw three cards. If the player doesn’t, you mill three cards, then Combustible Gearhulk deals damage to that player equal to the total mana value of those cards.",Kaladesh Remastered (KLR),https://scryfall.com/card/klr/120/combustible-gearhulk
Destructive Tampering,Sorcery,-,Choose one — • Destroy target artifact. • Creatures without flying can’t block this turn.,Kaladesh Remastered (KLR),https://scryfall.com/card/klr/121/destructive-tampering
Enraged Giant,Creature | Giant,4/4,"Improvise  Trample, haste",Kaladesh Remastered (KLR),https://scryfall.com/card/klr/122/enraged-giant
Fateful Showdown,Instant,-,"Fateful Showdown deals damage to any target equal to the number of cards in your hand. Discard all the cards in your hand, then draw that many cards.",Kaladesh Remastered (KLR),https://scryfall.com/card/klr/123/fateful-showdown
Freejam Regent,Creature | Dragon,4/4,Improvise  Flying : Freejam Regent gets +2/+0 until end of turn.,Kaladesh Remastered (KLR),https://scryfall.com/card/klr/124/freejam-regent
Frontline Rebel,Creature | Human Warrior,3/3,Frontline Rebel attacks each combat if able.,Kaladesh Remastered (KLR),https://scryfall.com/card/klr/125/frontline-rebel
